,INDEX,Date,Id,Loc.x,Loc.y,Loc.z,Hostility,hit,Heart Rate,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,arm.roll,arm.pitch,arm.heading,Shot,body.heading,body.roll,body.pitch,head.heading,head.roll,head.pitch
409,898,2018-02-09 17:03:44.502,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
410,899,2018-02-09 17:03:44.706,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
411,900,2018-02-09 17:03:44.912,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
412,901,2018-02-09 17:03:45.119,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
413,902,2018-02-09 17:03:45.327,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
414,903,2018-02-09 17:03:45.532,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
415,904,2018-02-09 17:03:45.737,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
416,905,2018-02-09 17:03:45.947,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
417,750,2018-02-09 16:57:12.210,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
418,751,2018-02-09 16:57:12.413,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
419,752,2018-02-09 16:57:12.622,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
420,753,2018-02-09 16:57:12.829,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
421,754,2018-02-09 16:57:13.034,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
422,755,2018-02-09 16:57:13.250,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
423,756,2018-02-09 16:57:13.452,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
424,757,2018-02-09 16:57:13.660,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
425,758,2018-02-09 16:57:13.866,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
426,759,2018-02-09 16:57:14.074,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
427,760,2018-02-09 16:57:14.285,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
428,761,2018-02-09 16:57:14.494,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
429,762,2018-02-09 16:57:14.703,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
430,763,2018-02-09 16:57:14.907,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
431,764,2018-02-09 16:57:15.119,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
432,765,2018-02-09 16:57:15.321,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
433,766,2018-02-09 16:57:15.532,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
434,767,2018-02-09 16:57:15.740,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
435,768,2018-02-09 16:57:15.945,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
436,769,2018-02-09 16:57:16.154,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
437,770,2018-02-09 16:57:16.362,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
438,771,2018-02-09 16:57:16.569,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
439,772,2018-02-09 16:57:16.780,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
440,773,2018-02-09 16:57:16.985,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
441,774,2018-02-09 16:57:17.195,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
442,775,2018-02-09 16:57:17.402,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
443,776,2018-02-09 16:57:17.610,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
444,777,2018-02-09 16:57:17.818,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
445,778,2018-02-09 16:57:18.026,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
446,779,2018-02-09 16:57:18.232,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
447,780,2018-02-09 16:57:18.439,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
448,623,2018-02-09 16:33:03.869,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
449,624,2018-02-09 16:33:03.902,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
450,625,2018-02-09 16:33:04.101,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
451,626,2018-02-09 16:33:04.308,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
452,627,2018-02-09 16:33:04.516,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
453,628,2018-02-09 16:33:04.721,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
454,629,2018-02-09 16:33:04.932,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
455,630,2018-02-09 16:33:05.398,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
456,631,2018-02-09 16:33:05.549,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
457,632,2018-02-09 16:33:05.801,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
458,633,2018-02-09 16:33:05.962,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
459,634,2018-02-09 16:33:06.174,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
460,635,2018-02-09 16:33:06.379,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
461,636,2018-02-09 16:33:06.582,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
462,637,2018-02-09 16:33:06.791,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
463,638,2018-02-09 16:33:06.999,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
464,639,2018-02-09 16:33:07.206,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
465,640,2018-02-09 16:33:07.416,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
466,641,2018-02-09 16:33:07.618,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
467,642,2018-02-09 16:33:07.831,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
468,643,2018-02-09 16:33:08.033,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
469,644,2018-02-09 16:33:08.240,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
470,645,2018-02-09 16:33:08.450,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
471,646,2018-02-09 16:33:08.649,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
472,647,2018-02-09 16:33:08.856,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
473,648,2018-02-09 16:33:09.064,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
474,649,2018-02-09 16:33:09.270,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
475,650,2018-02-09 16:33:09.476,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
476,651,2018-02-09 16:33:09.684,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
477,652,2018-02-09 16:33:09.888,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
478,653,2018-02-09 16:33:10.098,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
479,654,2018-02-09 16:33:10.303,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
480,655,2018-02-09 16:33:10.516,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
481,656,2018-02-09 16:33:10.715,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
482,657,2018-02-09 16:33:10.927,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
483,658,2018-02-09 16:33:11.134,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
484,659,2018-02-09 16:33:11.336,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
485,660,2018-02-09 16:33:11.540,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
486,906,2018-02-09 17:03:46.153,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
487,907,2018-02-09 17:03:46.359,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
488,908,2018-02-09 17:03:46.566,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
489,909,2018-02-09 17:03:46.774,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
490,910,2018-02-09 17:03:46.978,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
491,911,2018-02-09 17:03:47.185,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
492,912,2018-02-09 17:06:32.703,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
493,913,2018-02-09 17:06:32.768,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
494,914,2018-02-09 17:06:32.975,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
495,915,2018-02-09 17:06:33.182,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
496,916,2018-02-09 17:06:33.388,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
497,917,2018-02-09 17:06:33.598,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
498,918,2018-02-09 17:06:33.808,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
499,919,2018-02-09 17:06:34.012,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
500,920,2018-02-09 17:06:34.221,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
501,921,2018-02-09 17:06:34.428,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
502,922,2018-02-09 17:06:34.634,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
503,923,2018-02-09 17:06:34.839,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
504,924,2018-02-09 17:06:35.055,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
505,925,2018-02-09 17:06:35.257,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
506,926,2018-02-09 17:06:35.461,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
507,927,2018-02-09 17:06:35.675,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
508,928,2018-02-09 17:06:35.885,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
509,929,2018-02-09 17:06:36.087,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
510,930,2018-02-09 17:06:36.295,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
511,931,2018-02-09 17:06:36.505,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
512,932,2018-02-09 17:06:36.717,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
513,933,2018-02-09 17:06:36.922,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
514,934,2018-02-09 17:06:37.130,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
515,935,2018-02-09 17:06:37.338,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
516,936,2018-02-09 17:06:37.550,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
517,937,2018-02-09 17:06:37.759,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
518,938,2018-02-09 17:06:37.964,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
519,939,2018-02-09 17:06:38.170,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
520,940,2018-02-09 17:06:38.381,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
521,941,2018-02-09 17:06:38.589,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
522,942,2018-02-09 17:06:38.797,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
523,943,2018-02-09 17:06:39.004,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
524,944,2018-02-09 17:06:39.215,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
525,945,2018-02-09 17:06:39.423,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
526,946,2018-02-09 17:06:39.635,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
527,947,2018-02-09 17:06:39.840,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
528,948,2018-02-09 17:06:40.052,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
529,949,2018-02-09 17:06:40.255,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
530,950,2018-02-09 17:06:40.467,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
531,951,2018-02-09 17:06:40.672,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
532,952,2018-02-09 17:06:40.881,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
533,953,2018-02-09 17:06:41.091,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
534,954,2018-02-09 17:06:41.297,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
535,955,2018-02-09 17:06:41.507,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
536,956,2018-02-09 17:06:41.718,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
537,957,2018-02-09 17:06:41.923,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
538,958,2018-02-09 17:06:42.130,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
539,959,2018-02-09 17:06:42.342,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
540,960,2018-02-09 17:06:42.548,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
541,961,2018-02-09 17:06:42.758,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
542,962,2018-02-09 17:06:42.966,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
543,963,2018-02-09 17:06:43.179,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
544,964,2018-02-09 17:06:43.381,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
545,965,2018-02-09 17:06:43.588,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
546,966,2018-02-09 17:06:43.799,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
547,967,2018-02-09 17:06:44.009,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
548,968,2018-02-09 17:06:44.211,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
549,969,2018-02-09 17:06:44.425,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
550,970,2018-02-09 17:06:44.631,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
551,971,2018-02-09 17:06:44.842,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
552,972,2018-02-09 17:06:45.051,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
553,973,2018-02-09 17:06:45.259,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
554,974,2018-02-09 17:06:45.469,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
