S_INDEX,S_DATE,S_SHOOTER.ID,S_SHOOTER.LOC.X,S_SHOOTER.LOC.Y,S_SHOOTER.LOC.Z,S_SHOOTER.HOSTILITY,S_SHOOTER.HIT,S_SHOOTER.HR,S_SHOOTER.ARM.EMG,S_SHOOTER.ARM.ROLL,S_SHOOTER.ARM.PITCH,S_SHOOTER.ARM.HEADING,S_SHOOTER.SHOT,S_SHOOTER.BODY.HEADING,S_SHOOTER.BODY.ROLL,S_SHOOTER.BODY.PITCH,S_SHOOTER.HEAD.HEADING,S_SHOOTER.HEAD.ROLL,S_SHOOTER.HEAD.PITCH
923,09-FEB-18 05.06.34.839000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
924,09-FEB-18 05.06.35.055000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
925,09-FEB-18 05.06.35.257000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
926,09-FEB-18 05.06.35.461000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
927,09-FEB-18 05.06.35.675000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
928,09-FEB-18 05.06.35.885000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
929,09-FEB-18 05.06.36.087000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
930,09-FEB-18 05.06.36.295000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
931,09-FEB-18 05.06.36.505000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
932,09-FEB-18 05.06.36.717000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
933,09-FEB-18 05.06.36.922000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
934,09-FEB-18 05.06.37.130000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
935,09-FEB-18 05.06.37.338000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
936,09-FEB-18 05.06.37.550000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
937,09-FEB-18 05.06.37.759000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
938,09-FEB-18 05.06.37.964000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
939,09-FEB-18 05.06.38.170000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
940,09-FEB-18 05.06.38.381000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
941,09-FEB-18 05.06.38.589000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
942,09-FEB-18 05.06.38.797000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
943,09-FEB-18 05.06.39.004000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
944,09-FEB-18 05.06.39.215000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
945,09-FEB-18 05.06.39.423000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
946,09-FEB-18 05.06.39.635000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
947,09-FEB-18 05.06.39.840000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
948,09-FEB-18 05.06.40.052000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
949,09-FEB-18 05.06.40.255000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
950,09-FEB-18 05.06.40.467000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
951,09-FEB-18 05.06.40.672000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
952,09-FEB-18 05.06.40.881000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
953,09-FEB-18 05.06.41.091000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
954,09-FEB-18 05.06.41.297000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
955,09-FEB-18 05.06.41.507000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
956,09-FEB-18 05.06.41.718000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
957,09-FEB-18 05.06.41.923000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
958,09-FEB-18 05.06.42.130000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
959,09-FEB-18 05.06.42.342000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
960,09-FEB-18 05.06.42.548000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
961,09-FEB-18 05.06.42.758000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
962,09-FEB-18 05.06.42.966000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
963,09-FEB-18 05.06.43.179000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
964,09-FEB-18 05.06.43.381000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
965,09-FEB-18 05.06.43.588000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
966,09-FEB-18 05.06.43.799000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
967,09-FEB-18 05.06.44.009000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
968,09-FEB-18 05.06.44.211000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
969,09-FEB-18 05.06.44.425000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
970,09-FEB-18 05.06.44.631000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
971,09-FEB-18 05.06.44.842000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
972,09-FEB-18 05.06.45.051000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
973,09-FEB-18 05.06.45.259000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
974,09-FEB-18 05.06.45.469000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
975,09-FEB-18 05.06.45.675000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
976,09-FEB-18 05.06.45.883000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
977,09-FEB-18 05.06.46.091000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
978,09-FEB-18 05.06.46.302000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
979,09-FEB-18 05.06.46.511000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
980,09-FEB-18 05.06.46.716000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
981,09-FEB-18 05.06.46.929000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
982,09-FEB-18 05.06.47.135000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
983,09-FEB-18 05.06.47.345000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
984,09-FEB-18 05.06.47.551000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
985,09-FEB-18 05.06.47.757000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
986,09-FEB-18 05.06.47.966000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
987,09-FEB-18 05.06.48.176000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
988,09-FEB-18 05.06.48.383000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
989,09-FEB-18 05.06.48.591000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
990,09-FEB-18 05.06.48.801000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
991,09-FEB-18 05.06.49.010000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
992,09-FEB-18 05.06.49.219000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,1,-99,-99,-99,-99,-99,-99
993,09-FEB-18 05.06.49.437000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
994,09-FEB-18 05.06.49.638000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,1,-99,-99,-99,-99,-99,-99
995,09-FEB-18 05.06.49.851000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
996,09-FEB-18 05.06.50.048000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
997,09-FEB-18 05.06.50.259000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
998,09-FEB-18 05.06.50.466000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
999,09-FEB-18 05.06.50.682000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1000,09-FEB-18 05.06.50.891000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1001,09-FEB-18 05.06.51.097000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1002,09-FEB-18 05.06.51.309000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1003,09-FEB-18 05.06.51.514000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,1,-99,-99,-99,-99,-99,-99
1004,09-FEB-18 05.06.51.734000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1005,09-FEB-18 05.06.51.928000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1006,09-FEB-18 05.06.52.139000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1007,09-FEB-18 05.06.52.347000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1008,09-FEB-18 05.06.52.553000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1009,09-FEB-18 05.06.52.765000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1010,09-FEB-18 05.06.52.970000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1011,09-FEB-18 05.06.53.178000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1012,09-FEB-18 05.06.53.387000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1013,09-FEB-18 05.06.53.594000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1014,09-FEB-18 05.06.53.801000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1015,09-FEB-18 05.06.54.012000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1016,09-FEB-18 05.06.54.220000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1017,09-FEB-18 05.06.54.436000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1018,09-FEB-18 05.06.54.632000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1019,09-FEB-18 05.06.54.844000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1020,09-FEB-18 05.06.55.053000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1021,09-FEB-18 05.06.55.262000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1022,09-FEB-18 05.06.55.469000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1023,09-FEB-18 05.06.55.681000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1024,09-FEB-18 05.06.55.893000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1025,09-FEB-18 05.06.56.100000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1026,09-FEB-18 05.06.56.310000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1027,09-FEB-18 05.06.56.521000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1028,09-FEB-18 05.06.56.723000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1029,09-FEB-18 05.06.56.932000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1030,09-FEB-18 05.06.57.137000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1031,09-FEB-18 05.06.57.348000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1032,09-FEB-18 05.06.57.555000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1033,09-FEB-18 05.06.57.764000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1034,09-FEB-18 05.06.57.975000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1035,09-FEB-18 05.06.58.179000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1036,09-FEB-18 05.06.58.389000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1037,09-FEB-18 05.06.58.596000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1038,09-FEB-18 05.06.58.807000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1039,09-FEB-18 05.06.59.011000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1040,09-FEB-18 05.06.59.223000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1041,09-FEB-18 05.06.59.429000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1042,09-FEB-18 05.06.59.637000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1043,09-FEB-18 05.06.59.846000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1044,09-FEB-18 05.07.00.055000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1045,09-FEB-18 05.07.00.261000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1046,09-FEB-18 05.07.00.470000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1047,09-FEB-18 05.07.00.683000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
579,09-FEB-18 04.32.48.724000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
580,09-FEB-18 04.32.48.931000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
581,09-FEB-18 04.32.49.137000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
582,09-FEB-18 04.32.49.346000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
583,09-FEB-18 04.32.49.552000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
584,09-FEB-18 04.32.49.758000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
585,09-FEB-18 04.32.49.964000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
586,09-FEB-18 04.32.50.170000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
587,09-FEB-18 04.32.50.379000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
588,09-FEB-18 04.32.50.584000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
589,09-FEB-18 04.32.50.791000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
590,09-FEB-18 04.32.50.998000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
591,09-FEB-18 04.32.51.203000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
592,09-FEB-18 04.32.51.409000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
593,09-FEB-18 04.32.51.617000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
594,09-FEB-18 04.32.51.823000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
595,09-FEB-18 04.32.52.030000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
596,09-FEB-18 04.32.52.235000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
597,09-FEB-18 04.32.52.446000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
598,09-FEB-18 04.32.52.649000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
599,09-FEB-18 04.32.52.856000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
600,09-FEB-18 04.32.53.063000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
601,09-FEB-18 04.32.53.269000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
602,09-FEB-18 04.32.53.476000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
603,09-FEB-18 04.32.53.684000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
604,09-FEB-18 04.32.53.888000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
605,09-FEB-18 04.32.54.095000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
606,09-FEB-18 04.32.54.304000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
607,09-FEB-18 04.32.54.507000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
608,09-FEB-18 04.32.54.716000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
609,09-FEB-18 04.32.54.930000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
610,09-FEB-18 04.32.55.135000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
611,09-FEB-18 04.32.55.343000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
612,09-FEB-18 04.32.55.550000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
613,09-FEB-18 04.32.55.755000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
614,09-FEB-18 04.32.55.962000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
